id_review,text
ChZDSUhNMG9nS0VJQ0FnSUNSLWFMQ0dnEAE,The taste of Taiwan nostalgia!
ChZDSUhNMG9nS0VJQ0FnSUNSMUxxbllnEAE,"Very disappointed. would give Zero if i can Soggy oily and tasteless, nothing compare to 7 years ago."
ChZDSUhNMG9nS0VJQ0FnSUNoejZMcVhBEAE,"Never disappoints. Huge Asian chicken schnitzel. Super tasty, crunchy on the outside and moist on the inside!"
ChZDSUhNMG9nS0VJQ0FnSURCam9XWkV3EAE,"The chicken breast tastes juicy with crispy skin, never tried this before and that was a good experience. However I was surprised that there is only one staff in charge of everything, so the waiting time was quite unpleasant. Hopefully they'll optimize it in the future."
ChdDSUhNMG9nS0VJQ0FnSUNCal9hcmdBRRAB,"I got a fried chicken here around 6. Unfortunately, the food is undercooked.after eating i felt stomachache terribly. I took unfinished chicken back to their store to deal with the drama, but it’s closed. I need an apology! Don’t go there except u wanna a diarrhea!"
ChdDSUhNMG9nS0VJQ0FnSUMtdzUzWDRBRRAB,"The quality is different, everyone fried, the taste is different Hope to strengthen staff training"
ChZDSUhNMG9nS0VJQ0FnSURlbmJQNVdREAE,"This time the chicken chop is thin enough, the bones are thicker than the meat"
ChZDSUhNMG9nS0VJQ0FnSUR1MjR1TExREAE,"ORDERED: 🍗​ Hot Star Chicken with chicken salt, chili and seaweed ($10.50)  REVIEW: With insane amounts of customisation, Hot Star Chicken is so good, so oily but so bad for your health. You can choose to salt your chicken (up to a maximum of 3 items): pepper salt, chicken salt, cajun, chili, cheese, seaweed or no flavour. With the spicy level, you can choose less spicy, more spicy, less seasoning or more seasonings or even both sides for no extra cost.  As a base, Hot Star only season one size of your chicken which I found more than enough flavour. You also get little compressed bones at the bottom, but that's a refreshing change after working through the fried batter and the juicy tender chicken meat.  It's a great uni-fast food meal that gets you full. It's in a convenient location and even better with a gong cha to wash it down (usually the restaurant next door)."
ChdDSUhNMG9nS0VJQ0FnSUN1c0pLRnd3RRAB,"Refused to serve me due to “being busy”. I was willing to wait and didn’t rush, bad attitude as well. Weren’t even close to closing and yelled at us."
ChdDSUhNMG9nS0VJQ0FnSUN1ME5LSndRRRAB,"The flour wrapped in the fried chicken cutlet is very fragrant, and the chicken cutlet itself is also very good, but the chicken bones underneath are not very convenient to eat."
ChdDSUhNMG9nS0VJQ0FnSUNPcjhxNnBRRRAB,"It's so unpalatable, the chicken chop is chicken breast, not marinated well, it smells like chicken, the shell is completely separated from the muscle, so disappointed"
ChZDSUhNMG9nS0VJQ0FnSUQyOS1uRVpREAE,Very slow! Waited for 30 minutes for the order!
ChdDSUhNMG9nS0VJQ0FnSUQycnBTdC1nRRAB,Good value good size
ChdDSUhNMG9nS0VJQ0FnSUQyaHU2Vzh3RRAB,I ate two by myself and it was delicious enough!!
ChdDSUhNMG9nS0VJQ0FnSUQyOHAtUThBRRAB,Chicken skin was undercooked. Chicken had bones. Overall terrible experience
ChZDSUhNMG9nS0VJQ0FnSUMyME5qLURnEAE,the chicken pops and cajun fries were a religious experience. i literally couldn't focus for the next week because i kept thinking about the bloody chicken
ChZDSUhNMG9nS0VJQ0FnSURXNUpiaU9BEAE,"Delicious 😋 Unfortunately, the batter is too thick"
ChZDSUhNMG9nS0VJQ0FnSUNHNC1EY0pBEAE,"Poor attitude and very unpalatable, no fried crispy plum noodles, just a little bit"
ChdDSUhNMG9nS0VJQ0FnSUNHNW9qeW93RRAB,"I love hotstar large fried chicken, I usually order cheese and cajun flavor. But this time, I tried the chicken salt flavor just to try. It is too much salty.. too much. I know its chicken salt flavor but all I can taste in a bite is salt. this comment is for improvement purpose. I still love my chicken in cheese."
ChdDSUhNMG9nS0VJQ0FnSUNhdHZHTmxBRRAB,"The worst fried chicken ever, meat is not fresh at all!!!  It stinks 🤮 And the service attitude is very bad too..  Used to eat every time come down to city, but not going to buy anymore."
ChZDSUhNMG9nS0VJQ0FnSURLb0txLUt3EAE,"I ordered the Hotstar chicken and mushroom. Buy any 2 items and you can get a drink for $1 for the combo. Be prepared to wait as the food is cooked fresh to order.  The chicken was very flavourful and juicy especially with chicken salt seasoning. The mushroom was really crunchy too. The service was really friendly as it was my first time and I was confused and the female staff member helped me with the ordering process. The food also has to be eaten straight away or it will get soggy.  The wait during the lunch rush can be quite long as there is only 1 staff member juggling frying, ordering and seasoning , so if you want your food fast in under 5 minutes I wouldnt recommend coming here as there are a ton of fast food places nearby. Overall a good experience and I would return just for the chicken but maybe not for the other food items as it's quite expensive and you only get a small amount ...."
ChZDSUhNMG9nS0VJQ0FnSUNLbTVuUGZREAE,"Hot Star kept us full over covid and now! We love their chicken and fries. Easy service, great set up and its quick! Worth a try and make sure you take a pic... or it didn’t happen 🤪 #supportlocal anyway you can! See my insta and TikTok for more @splitthebill …"
ChdDSUhNMG9nS0VJQ0FnSUNLOXNDUF9nRRAB,The salt and pepper squids were excellent I also really liked the chicken until I found this HUGE annoying bone that make this snack not very easy to eat outside Unfortunately this bone was ridiculously oversized ... would be perfect without
ChdDSUhNMG9nS0VJQ0FnSUNLNUliRXpnRRAB,"Delicious, any other small fried food is also delicious 🍀"
ChdDSUhNMG9nS0VJQ0FnSUN4MkpxbWtRRRAB,"Good food and service. My English is not good but there was a waiter that help me because he speaks Spanish too. Victor, from Spain. The only bad point I that the food was a little sensitive"
ChZDSUhNMG9nS0VJQ0FnSUN4Z0xmNUd3EAE,"We came here for lunch as a group and did not enjoy our time at all. The restaurant was practically empty, but we still were waiting outside the restaurant for 10 minutes for a table (despite having a booking). We ordered via the QR codes and all the food for the table came except one dish, and the staff were extremely unhelpful. Further, we were given a dish completely different to the missing burger, but the waiter informed us that the dish would be free for us as it would have been thrown out anyways. As a result, we split the extra dish and didn’t think much of it. After 45 minutes of waiting for one burger, we asked for someone to let us know when the food would be arriving as everyone else had already eaten. The manager was cold and unaccommodating, and went around the table asking everyone for their receipt and what they had eaten (even though almost everyone at the table had finished eating ).  He also specifically checked the receipt of the missing burger, but refused to acknowledge his team’s error and was indifferent toward our group. We thought this was very rude as, instead of accomodating for our group and acknowledging their error, the manager was demanding proof from us that we had watend exactly what we had ordered. After asking for a refund for the misplaced burger, the manager bluntly told us that it would take 5 days to come. The overpriced items on the menu do not reflect the poor quality of service. Over the course of our meal, the servers refused to make eye contact which would make us have to get up in the middle of our lunch and request extra sauce etc. Further, for a place that charges almost $30 for a burger, the toilets were shockingly dirty. Because of this, we won’t be coming back here."
ChdDSUhNMG9nS0VJQ0FnSURSajRuamtBRRAB,Expensive food. Limited choice for vegetarians.
ChdDSUhNMG9nS0VJQ0FnSURSOTgyV3NnRRAB,Terrible service and toilets were dirty. Food was not worth the amount of money we spent. Won’t be coming back again.
ChZDSUhNMG9nS0VJQ0FnSURSanFUeFhnEAE,4 us went to dinner early enough to get the happy hour drinks. Good quality food. Ordered via QR
ChZDSUhNMG9nS0VJQ0FnSURSOXB1VUdnEAE,"Yesterday at lunchtime, my family and I had our first dining experience. We found the food to be delicious, but the service was a bit slow. Nevertheless, Eric, the manager , was very apologetic about it."
ChZDSUhNMG9nS0VJQ0FnSURSOXQ2bExREAE,"The food is a rather pricey considering its so simple - $36 for a basic burger, fries and a drink, the size seems pretty small. The service is good and staff are friendly."
ChdDSUhNMG9nS0VJQ0FnSURSaW9qZXFBRRAB,"So dissapointing. The steak was all fat. Very expensive.  We couldn't eat the steak. When asked how the meal was I was honest and said it was fatty and inedible, the waiter said "" we will let our supplier know"" truly? When the ""chef"" cut that steak they would have known. Save your money. Yuk."
ChZDSUhNMG9nS0VJQ0FnSURSOFB2TUt3EAE,"I didn't try the food, just a couple of towers we share. Good drinks, nothing exceptional, but the price was fair. Nice spot in Melbourne Central.  Negative: The glasses were old and the toilets dirty."
ChZDSUhNMG9nS0VJQ0FnSUNSeGY2aFNREAE,"The service was exceptional. We were served by Setyawan, he was very friendly and anticipating my needs. While the food was really good! Highly recommend it!"
ChdDSUhNMG9nS0VJQ0FnSUNSa2RuMzFBRRAB,"A staff with spectacles 🤓 I guess his name is Diwas. He provided a great service to us.He was so cooperative and frank.We were so amazed by his work. He was taking orders , making drinks and serving them on tables by himself.👏🏾 Hardworking 🫡"
ChdDSUhNMG9nS0VJQ0FnSUNScnJDcXRBRRAB,The worst customer service ever 😵‍💫 …
ChZDSUhNMG9nS0VJQ0FnSUNSNnFQSmVBEAE,"Delicious food, friendly staff, great cocktails"
ChZDSUhNMG9nS0VJQ0FnSUNSbEtMR1lBEAE,"TGIF's $10 cocktails during happy hour are unbeatable! The vibrant atmosphere and friendly service make it the perfect spot to unwind. You can't go wrong with their Long Island Iced Tea or Long Beach Iced Tea. With a wide variety of delicious, expertly-mixed cocktails to choose from, it's a fantastic deal that keeps me coming back for more. Highly recommend!  Their wings are pretty decent too."
ChdDSUhNMG9nS0VJQ0FnSUN4Mkx5a3JRRRAB,"Staff were lovely, this chai has 0/10 caffeine in it tho"
